Fractional Year,,Year,Month,Day,"-90,-80","-80,-70","-70,-60","-60,-50","-50,-40","-40,-30","-30,-20","-20,-10","-10,0","0,10","10,20","20,30","30,40","40,50","50,60","60,70","70,80","80,90"
1887.6548,689450,1887,8,28,0,0,2,13,6,0,0,0,0,0,0,0,0,1,13,4,2,0
1887.6575,689450,1887,8,29,0,4,14,4,1,0,0,0,0,0,2,0,0,7,6,7,0,0
1887.6603,689460,1887,8,30,0,6,0,3,3,0,0,0,0,0,0,0,0,6,10,3,0,0
1887.663,689460,1887,8,31,0,0,4,5,4,0,0,0,0,0,0,0,0,6,3,1,0,0
1887.6658,689460,1887,9,1,0,1,11,9,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1887.6795,689460,1887,9,6,0,1,5,15,13,3,0,0,0,0,0,0,0,1,6,2,1,0
1887.6822,689460,1887,9,7,0,2,15,20,5,0,0,0,0,0,0,0,0,6,2,3,0,0
1887.6849,689460,1887,9,8,0,6,9,0,0,0,0,0,0,0,0,2,1,0,0,4,1,0
1887.6877,689460,1887,9,9,0,0,1,2,1,0,0,0,0,0,0,0,0,1,6,15,7,0
1887.6904,689470,1887,9,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,15,7,0
1887.6932,689470,1887,9,11,0,0,1,2,0,0,0,1,1,2,0,0,3,12,28,11,3,0
1887.6959,689470,1887,9,12,0,0,1,1,0,0,0,0,0,0,0,0,4,12,3,12,1,0
1887.6986,689470,1887,9,13,0,1,0,1,0,5,3,0,0,0,0,0,0,5,9,6,0,0
1887.7014,689470,1887,9,14,0,0,3,5,12,4,0,0,0,0,0,0,0,3,4,3,0,0
1887.7041,689470,1887,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887.7068,689470,1887,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,691770,1894,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894.0849,691800,1894,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894.1233,691820,1894,2,15,0,7,19,13,7,2,0,0,0,1,0,0,0,1,6,5,7,2
1894.1315,691820,1894,2,18,1,5,14,12,3,0,0,0,0,0,0,0,5,14,13,7,5,1
1894.1342,691820,1894,2,19,1,5,8,4,3,1,0,0,0,0,0,0,5,7,6,6,9,1
1894.137,691820,1894,2,20,0,2,2,14,12,2,0,0,0,0,0,0,0,3,19,14,10,1
1894.1397,691820,1894,2,21,0,5,7,8,1,3,0,0,0,2,1,1,3,17,26,21,2,0
1894.1425,691820,1894,2,22,3,7,13,11,8,0,0,0,4,0,0,0,3,25,14,1,3,0
1894.1452,691820,1894,2,23,2,2,12,9,10,5,1,0,0,0,0,0,5,13,12,4,1,0
1894.1507,691830,1894,2,25,1,1,9,12,8,10,2,0,0,0,0,0,0,2,17,12,7,0
1894.1562,691830,1894,2,27,1,7,16,22,12,3,0,0,0,0,0,0,2,13,10,2,0,0
1894.1589,691830,1894,2,28,0,8,22,16,28,11,1,2,0,0,0,0,0,0,1,3,1,0
1894.1616,691830,1894,3,1,3,12,18,13,31,11,0,0,0,0,0,0,0,0,5,6,4,0
1894.1644,691830,1894,3,2,1,6,18,29,12,5,2,1,0,0,0,0,0,3,7,12,4,0
1894.1726,691830,1894,3,5,0,3,4,12,15,2,0,0,0,0,0,1,1,5,16,14,7,1
1894.1808,691840,1894,3,8,0,3,6,13,6,0,0,0,0,0,0,0,2,10,16,9,1,0
1894.1836,691840,1894,3,9,1,6,6,7,6,1,1,0,0,0,0,0,0,11,7,4,6,0
1894.189,691840,1894,3,11,0,2,4,16,11,1,0,0,0,0,0,0,0,4,17,10,2,0
1894.1918,691840,1894,3,12,0,2,7,6,4,2,0,0,0,0,0,0,1,10,2,4,1,0
1894.1945,691840,1894,3,13,1,4,9,21,12,4,0,0,0,2,0,0,2,2,13,2,0,0
1894.5808,691980,1894,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894.6192,692000,1894,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894.663,692010,1894,8,31,0,1,4,0,0,0,0,0,0,0,0,1,15,24,23,15,1,0
1894.6658,692010,1894,9,1,1,3,5,7,3,4,0,0,0,2,0,8,10,20,19,9,6,1
1894.6685,692020,1894,9,2,1,2,8,5,6,4,4,1,0,0,2,2,10,10,8,16,3,0
1894.6712,692020,1894,9,3,0,2,5,12,27,12,6,0,0,2,0,1,2,13,21,10,5,0
1894.6822,692020,1894,9,7,0,7,19,24,17,10,0,0,0,0,1,0,0,7,10,19,8,0
1894.6849,692020,1894,9,8,0,5,13,17,18,2,1,0,1,0,0,0,2,6,21,20,3,0
1894.6877,692020,1894,9,9,2,5,10,18,5,3,2,0,0,0,1,3,8,26,15,10,4,0
1894.6904,692020,1894,9,10,0,7,13,11,21,14,1,0,0,0,0,0,3,7,14,13,4,1
1894.6932,692020,1894,9,11,0,3,6,15,6,5,0,0,0,0,0,0,3,11,8,11,2,0
1894.6959,692020,1894,9,12,0,4,11,8,12,9,0,0,0,1,0,0,4,4,8,6,6,0
1894.6986,692030,1894,9,13,4,3,7,14,16,5,0,0,0,0,0,0,3,11,10,20,3,0
1894.7014,692030,1894,9,14,0,4,7,4,2,0,0,0,0,0,0,0,0,10,9,10,4,0
1894.7041,692030,1894,9,15,1,2,3,15,22,11,0,0,1,0,0,0,6,13,20,14,1,0
1895.0849,692170,1895,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895.1233,692180,1895,2,15,0,0,1,11,13,8,0,0,0,0,0,0,2,5,8,15,11,2
1895.126,692180,1895,2,16,0,0,9,14,9,4,1,0,0,0,0,1,0,10,19,12,14,4
1895.1288,692180,1895,2,17,0,2,10,8,9,2,0,0,0,0,1,0,6,15,22,15,6,0
1895.1342,692180,1895,2,19,1,4,7,8,19,0,1,0,0,0,0,0,5,8,6,7,1,0
1895.137,692190,1895,2,20,0,1,8,14,3,2,0,1,0,0,0,0,0,2,9,11,0,0
1895.1397,692190,1895,2,21,0,7,6,8,13,1,0,0,0,0,0,0,3,2,4,6,9,0
1895.1425,692190,1895,2,22,0,2,6,8,4,2,0,0,0,0,0,1,1,0,11,6,1,3
1895.1452,692190,1895,2,23,0,6,4,4,14,2,1,1,0,1,1,0,0,10,7,5,4,0
1895.1479,692190,1895,2,24,1,0,12,23,23,2,2,1,0,0,0,1,5,7,15,6,2,0
1895.1534,692190,1895,2,26,2,9,9,12,3,0,0,0,0,0,0,0,0,0,7,10,3,0
1895.1562,692190,1895,2,27,2,5,13,10,0,0,0,0,0,0,0,0,0,13,23,7,1,0
1895.1589,692190,1895,2,28,2,9,4,3,10,1,0,0,0,0,0,0,15,14,6,1,1,0
1895.1616,692200,1895,3,1,1,2,8,14,8,8,0,0,0,0,0,1,0,0,2,3,8,2
1895.1644,692200,1895,3,2,1,5,6,5,5,1,2,0,0,0,0,0,0,0,5,14,7,0
1895.1671,692200,1895,3,3,0,2,16,12,22,8,1,0,0,0,0,0,5,12,21,11,1,0
1895.1699,692200,1895,3,4,1,5,7,7,4,0,0,0,0,0,0,0,1,3,3,0,0,0
1895.1726,692200,1895,3,5,2,10,15,12,7,0,0,2,0,1,1,0,7,1,2,7,3,3
1895.1753,692200,1895,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1895.1781,692200,1895,3,7,0,7,15,13,14,1,0,0,0,0,0,0,0,6,16,14,4,0
1895.1808,692200,1895,3,8,0,7,16,17,8,5,2,0,0,0,0,0,2,16,15,4,4,2
1895.1836,692200,1895,3,9,0,6,9,1,0,0,0,0,0,0,0,0,0,3,0,4,4,0
1895.1863,692200,1895,3,10,1,5,3,6,21,11,5,0,0,0,1,0,2,2,10,13,2,0
1895.189,692200,1895,3,11,0,0,7,13,13,1,0,0,2,0,1,0,0,1,1,1,8,0
1895.1918,692210,1895,3,12,0,7,12,4,4,0,0,1,0,0,0,0,0,3,6,14,4,1
1895.2,692210,1895,3,15,0,1,15,21,11,3,0,0,0,0,0,0,0,3,14,12,9,1
1895.2027,692210,1895,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895.5808,692350,1895,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895.6192,692360,1895,8,15,1,5,13,12,5,0,0,0,0,0,0,0,2,10,26,16,6,0
1895.6219,692360,1895,8,16,3,9,15,7,7,0,0,1,0,0,0,0,5,14,17,16,0,0
1895.6247,692360,1895,8,17,2,5,8,9,6,2,0,0,0,0,0,0,4,15,12,6,3,0
1895.6274,692360,1895,8,18,0,4,4,10,4,5,1,0,0,0,1,0,3,7,4,12,5,0
1895.6301,692370,1895,8,19,0,5,10,12,11,0,1,0,0,0,0,0,2,7,7,12,3,0
1895.6329,692370,1895,8,20,0,3,6,16,8,1,0,0,0,0,0,0,3,6,13,9,5,1
1895.6356,692370,1895,8,21,2,4,12,16,6,0,1,1,1,0,0,0,3,5,12,6,1,0
1895.6384,692370,1895,8,22,1,2,9,4,5,2,1,0,0,0,0,2,1,6,10,9,5,0
1895.6411,692370,1895,8,23,0,5,5,17,24,0,1,0,0,0,0,0,0,5,9,17,1,0
1895.6438,692370,1895,8,24,0,1,13,17,6,2,2,0,0,0,1,1,0,7,11,10,4,1
1895.6466,692370,1895,8,25,1,11,14,17,2,0,0,0,0,1,0,0,0,1,6,7,5,0
1895.6493,692370,1895,8,26,1,11,14,7,5,1,0,0,1,0,0,0,4,3,10,7,6,0
1895.6521,692370,1895,8,27,2,8,8,7,9,7,0,0,0,2,0,0,3,3,9,13,6,2
1895.6548,692380,1895,8,28,0,1,4,6,1,0,0,0,0,0,0,0,0,1,6,4,4,0
1895.6575,692380,1895,8,29,0,4,3,2,0,0,0,0,0,0,0,0,1,6,5,5,6,0
1895.6603,692380,1895,8,30,0,2,4,2,1,0,0,0,0,0,0,0,0,4,7,17,8,2
1895.663,692380,1895,8,31,0,2,3,5,2,2,0,0,0,0,0,0,10,15,17,15,6,0
1895.6658,692380,1895,9,1,0,3,6,11,6,2,0,0,0,0,0,2,8,14,10,8,4,0
1895.6685,692380,1895,9,2,1,2,2,1,5,1,0,0,0,0,0,0,3,7,6,12,5,1
1895.6712,692380,1895,9,3,0,0,3,5,8,3,1,0,2,1,1,1,3,3,14,5,1,0
1895.674,692380,1895,9,4,0,3,5,5,7,7,0,0,0,0,0,0,9,18,9,4,2,0
1895.6767,692380,1895,9,5,0,3,6,11,2,0,0,0,1,0,0,1,6,2,2,6,3,0
1895.6795,692380,1895,9,6,0,3,3,5,0,2,0,0,0,0,0,0,0,0,3,5,5,1
1895.6822,692380,1895,9,7,0,3,10,11,11,4,3,0,0,1,0,0,1,4,21,24,10,0
1895.6849,692390,1895,9,8,0,5,11,23,23,5,0,0,0,0,0,0,0,12,17,14,0,0
1895.6877,692390,1895,9,9,1,6,16,19,15,1,0,0,0,0,0,0,8,15,15,2,4,2
1895.6904,692390,1895,9,10,1,12,14,13,11,2,0,0,0,0,1,0,0,0,7,17,9,2
1895.6932,692390,1895,9,11,0,7,12,7,4,0,0,0,0,2,1,0,0,4,15,16,10,2
1895.7014,692390,1895,9,14,1,4,7,9,0,0,0,0,0,0,0,8,8,13,11,7,4,0
1895.7041,692390,1895,9,15,0,3,5,2,8,5,0,0,0,0,0,2,1,3,10,7,3,0
1896.1257,692550,1896,2,16,0,2,5,3,12,4,0,0,0,0,0,0,0,0,0,2,0,0
1896.1284,692550,1896,2,17,1,2,8,13,9,3,0,2,0,0,0,0,1,1,3,5,0,0
1896.1311,692550,1896,2,18,0,6,11,15,8,8,1,0,0,1,1,1,1,5,5,9,7,0
1896.1339,692550,1896,2,19,1,2,10,10,2,0,1,0,1,2,0,1,1,9,15,13,8,0
1896.1475,692560,1896,2,24,0,3,4,5,6,9,1,0,0,0,0,0,0,0,8,4,1,1
1896.1639,692560,1896,3,1,3,6,14,17,10,0,0,0,0,0,0,0,0,2,4,2,5,0
1896.1694,692560,1896,3,3,0,7,14,9,9,0,0,0,0,0,3,0,0,8,9,11,5,0
1896.1885,692570,1896,3,10,1,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896.1913,692570,1896,3,11,0,1,3,10,13,0,0,0,0,0,0,0,0,2,1,2,0,0
1896.1995,692570,1896,3,14,0,3,6,3,3,2,2,1,0,0,0,0,0,4,15,12,0,0
1896.2022,692580,1896,3,15,0,6,7,9,6,4,0,0,0,0,0,0,0,9,6,1,0,0
1896.582,692710,1896,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896.6202,692730,1896,8,15,2,3,3,8,7,0,0,0,0,0,0,1,5,15,14,8,2,0
1896.623,692730,1896,8,16,0,1,13,12,9,0,0,0,0,0,1,2,3,8,9,4,1,0
1896.6475,692740,1896,8,25,1,11,4,10,2,0,1,0,0,3,1,0,0,3,6,17,4,0
1896.6503,692740,1896,8,26,0,1,2,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0
1896.653,692740,1896,8,27,1,3,13,8,3,0,1,0,0,0,0,1,4,10,4,5,2,0
1896.6557,692740,1896,8,28,0,3,2,1,0,1,3,0,1,2,0,1,1,2,0,3,1,1
1896.6585,692740,1896,8,29,0,2,2,4,2,1,2,0,0,1,0,0,0,4,8,10,8,0
1896.6612,692740,1896,8,30,0,3,2,0,0,3,0,0,0,0,0,0,0,4,12,7,6,1
1896.6639,692740,1896,8,31,0,1,2,9,9,2,0,0,0,2,0,2,3,10,17,10,6,0
1896.6667,692740,1896,9,1,0,1,5,11,6,1,0,0,0,0,0,2,6,10,10,6,3,0
1896.6694,692750,1896,9,2,0,2,5,11,8,4,0,0,0,0,0,1,12,14,7,1,1,0
1896.6721,692750,1896,9,3,0,4,10,8,5,1,0,0,0,0,1,0,7,3,2,4,2,1
1896.6749,692750,1896,9,4,0,4,6,3,1,0,0,1,0,1,0,1,4,6,6,3,0,0
1896.6776,692750,1896,9,5,1,0,3,5,3,4,3,3,1,0,0,0,3,2,8,6,3,1
1896.6803,692750,1896,9,6,0,3,3,4,9,4,1,1,1,0,0,0,6,4,6,11,5,2
1896.6831,692750,1896,9,7,0,0,7,11,11,4,0,1,1,0,0,0,0,3,8,12,5,0
1896.6858,692750,1896,9,8,1,4,12,9,15,14,3,0,0,0,0,0,7,18,21,10,9,3
1896.6885,692750,1896,9,9,2,5,12,18,13,7,3,0,1,1,0,0,11,11,6,14,9,0
1896.6913,692750,1896,9,10,0,7,11,6,1,0,0,0,0,0,0,0,4,11,20,9,5,1
1896.694,692760,1896,9,11,1,9,6,5,6,3,0,0,0,0,0,2,0,8,17,12,5,0
1896.6967,692760,1896,9,12,1,0,6,12,2,0,0,0,0,0,0,1,1,4,13,8,7,0
1896.6995,692760,1896,9,13,0,2,11,3,1,0,0,0,0,0,0,0,0,5,9,5,0,0
1896.7022,692760,1896,9,14,3,5,6,8,13,6,0,0,0,0,0,0,1,9,8,1,2,1
1896.7049,692760,1896,9,15,0,2,17,8,14,10,6,0,0,0,0,0,0,7,4,2,1,0
1897.1288,692910,1897,2,17,1,3,10,6,5,3,3,1,0,1,0,0,2,4,0,6,2,0
1897.1315,692920,1897,2,18,0,0,3,9,14,8,2,0,0,2,0,1,1,0,3,5,2,0
1897.1342,692920,1897,2,19,0,0,2,18,20,9,0,1,1,0,0,0,1,0,4,10,0,0
1897.137,692920,1897,2,20,0,5,14,31,24,5,2,1,1,2,0,1,0,5,14,10,6,2
1897.1397,692920,1897,2,21,1,7,17,22,12,0,0,1,0,3,1,0,0,3,9,3,5,0
1897.1425,692920,1897,2,22,1,7,13,5,0,0,0,0,1,1,0,0,1,2,8,12,5,1
1897.1452,692920,1897,2,23,0,4,4,1,0,1,0,1,1,0,0,0,0,7,11,18,8,2
1897.1479,692920,1897,2,24,0,2,7,3,0,0,0,1,3,0,2,1,1,2,19,19,10,1
1897.1507,692920,1897,2,25,0,0,1,4,5,0,0,2,0,1,1,1,5,29,22,11,0,1
1897.1534,692920,1897,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,10,1
1897.1589,692920,1897,2,28,0,1,5,2,0,0,0,0,0,1,1,0,0,7,15,8,6,1
1897.1699,692930,1897,3,4,0,1,5,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1897.1753,692930,1897,3,6,0,11,17,22,10,2,0,2,1,2,4,0,1,0,0,6,2,0
1897.1781,692930,1897,3,7,0,9,6,4,6,0,1,0,1,0,0,0,0,0,0,1,3,0
1897.189,692940,1897,3,11,0,3,0,1,3,0,0,0,0,0,0,0,1,3,10,11,2,0
1897.1973,692940,1897,3,14,1,3,3,2,6,4,0,1,0,1,2,0,0,6,2,2,0,0
1897.2,692940,1897,3,15,0,0,4,5,2,1,0,1,2,1,0,0,0,0,0,0,4,1
1897.6192,693090,1897,8,15,4,7,9,10,2,1,0,0,0,0,0,0,1,8,2,7,4,0
1897.6274,693100,1897,8,18,2,3,5,6,3,1,2,0,1,1,0,0,0,9,12,3,0,0
1897.6329,693100,1897,8,20,0,0,1,5,1,0,1,0,0,2,0,0,0,4,4,2,0,0
1897.6356,693100,1897,8,21,0,3,3,4,2,0,0,0,0,0,0,0,0,0,4,2,1,0
1897.6384,693100,1897,8,22,0,0,2,5,1,0,1,0,0,0,0,0,0,0,2,3,3,0
1897.6438,693100,1897,8,24,0,0,6,9,7,5,2,2,1,0,1,1,0,0,3,1,1,0
1897.6466,693100,1897,8,25,0,2,7,2,6,1,0,2,0,0,1,2,0,3,4,0,0,0
1897.6493,693100,1897,8,26,2,2,6,17,8,1,2,0,0,1,0,2,0,2,2,4,5,0
1897.6521,693100,1897,8,27,0,7,8,6,3,2,2,0,0,1,0,1,0,1,5,3,1,0
1897.6548,693110,1897,8,28,1,6,4,4,0,0,1,0,1,0,2,0,0,1,0,2,1,0
1897.6575,693110,1897,8,29,0,4,4,7,2,0,1,2,0,0,0,0,0,1,2,5,8,0
1897.6603,693110,1897,8,30,0,2,4,0,0,0,0,0,0,0,0,0,0,3,3,9,5,0
1897.663,693110,1897,8,31,0,1,3,7,0,0,0,0,0,1,1,1,0,5,7,13,6,0
1897.6658,693110,1897,9,1,0,3,1,0,0,0,2,0,0,0,0,0,2,7,11,7,9,0
1897.6685,693110,1897,9,2,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,10,6,1
1897.6712,693110,1897,9,3,0,0,1,3,2,0,1,0,1,0,0,0,1,8,15,13,10,1
1897.6767,693110,1897,9,5,0,0,0,0,0,0,0,0,1,2,0,0,6,9,10,4,0,0
1897.6822,693120,1897,9,7,0,0,0,2,4,1,0,0,0,0,0,0,0,0,2,0,5,1
1897.6849,693120,1897,9,8,0,0,7,12,7,6,1,0,0,1,0,1,2,0,3,7,2,0
1897.6877,693120,1897,9,9,1,9,14,18,7,4,0,0,1,1,3,0,0,8,4,4,0,0
1897.6904,693120,1897,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898.1288,693280,1898,2,17,0,3,3,4,10,0,0,0,1,1,0,0,0,0,2,8,2,1
1898.1342,693280,1898,2,19,0,10,9,15,9,1,1,1,0,0,1,1,0,0,1,6,4,0
1898.137,693280,1898,2,20,2,12,8,7,2,0,0,0,0,1,0,1,0,0,0,5,1,0
1898.1397,693280,1898,2,21,0,4,10,3,3,0,0,0,2,2,0,0,0,2,8,2,3,0
1898.1425,693280,1898,2,22,0,1,5,5,4,0,0,2,1,0,0,0,0,0,0,4,8,1
1898.1479,693290,1898,2,24,0,0,2,23,17,5,0,2,1,0,0,0,0,6,14,2,0,0
1898.1507,693290,1898,2,25,0,6,13,14,11,2,1,0,1,1,0,0,0,0,0,4,2,0
1898.1534,693290,1898,2,26,5,10,14,16,3,2,0,1,0,0,0,0,0,0,1,4,5,0
1898.1562,693290,1898,2,27,0,7,6,3,2,0,0,0,0,0,0,1,3,0,1,6,2,1
1898.1616,693290,1898,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,9,0
1898.1644,693290,1898,3,2,0,1,2,2,0,0,0,0,1,1,0,0,0,5,12,6,2,1
1898.1671,693290,1898,3,3,0,1,3,4,6,0,0,1,3,0,0,0,2,14,16,5,2,1
1898.1699,693290,1898,3,4,0,2,4,7,5,0,0,1,0,0,0,0,0,0,5,5,2,0
1898.1726,693300,1898,3,5,1,4,12,1,0,0,0,0,0,0,0,0,0,2,3,7,3,2
1898.1918,693300,1898,3,12,1,4,5,7,2,0,0,0,0,0,0,0,0,1,3,2,1,0
1898.1945,693300,1898,3,13,2,14,5,12,4,1,0,1,1,0,0,0,0,3,1,5,12,1
1898.1973,693300,1898,3,14,0,3,10,8,7,1,0,0,0,2,1,0,0,0,3,28,4,5
1898.2,693300,1898,3,15,0,0,10,13,15,3,0,0,1,1,2,0,0,12,12,10,4,0
1898.5781,693440,1898,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898.5808,693440,1898,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898.6192,693460,1898,8,15,1,0,3,2,0,4,2,1,1,1,0,0,0,11,7,2,5,0
1898.6219,693460,1898,8,16,0,0,1,8,9,0,3,1,3,2,0,0,0,5,9,12,3,0
1898.6247,693460,1898,8,17,0,4,12,9,8,0,2,1,0,0,0,0,2,10,11,10,5,0
1898.6274,693460,1898,8,18,1,10,8,7,3,8,2,1,0,0,0,0,4,8,4,8,1,0
1898.6301,693460,1898,8,19,1,4,1,2,1,2,1,0,0,0,0,0,2,5,8,5,3,0
1898.6329,693460,1898,8,20,0,2,9,4,3,1,0,0,0,0,0,0,0,3,4,9,3,0
1898.6356,693460,1898,8,21,0,0,3,8,4,2,0,0,1,2,0,1,0,4,3,6,2,0
1898.6384,693460,1898,8,22,0,0,7,7,4,2,0,1,0,2,0,0,0,2,10,2,0,0
1898.6411,693470,1898,8,23,0,6,4,5,9,3,0,0,0,1,0,0,0,4,2,1,3,0
1898.6466,693470,1898,8,25,2,5,9,12,2,0,1,0,1,3,0,1,3,5,7,8,0,0
1898.6493,693470,1898,8,26,1,3,5,4,0,0,0,0,2,1,1,2,3,5,1,2,8,1
1898.6521,693470,1898,8,27,1,4,0,6,9,1,0,1,3,0,1,0,1,1,5,9,4,0
1898.6575,693470,1898,8,29,0,2,7,8,2,1,0,0,0,0,0,1,0,6,9,4,9,0
1898.6603,693470,1898,8,30,1,1,3,6,0,0,0,0,0,0,0,0,1,0,10,7,6,0
1898.663,693470,1898,8,31,0,2,8,1,0,0,0,0,0,0,0,1,2,14,13,13,4,0
1898.6658,693480,1898,9,1,0,1,1,5,3,0,0,0,0,0,0,0,0,3,0,3,2,0
1898.6685,693480,1898,9,2,0,0,5,2,4,0,0,0,0,0,0,0,0,1,3,1,2,1
1898.6712,693480,1898,9,3,1,0,6,2,1,0,1,0,0,0,0,0,0,0,3,8,6,2
1898.674,693480,1898,9,4,0,4,0,0,3,1,0,0,0,0,0,0,2,4,17,10,11,0
1898.6767,693480,1898,9,5,0,0,5,8,5,0,0,1,1,0,0,0,0,15,16,11,0,0
1898.6795,693480,1898,9,6,0,5,5,10,8,10,1,0,0,0,0,0,3,17,7,0,0,0
1898.6822,693480,1898,9,7,0,2,6,14,16,13,1,0,0,0,0,1,4,6,0,1,0,0
1898.6849,693480,1898,9,8,2,3,18,4,9,1,0,0,0,0,1,1,1,0,0,3,3,0
1898.6877,693480,1898,9,9,3,9,10,13,3,1,3,1,1,0,0,1,0,0,5,8,6,0
1898.6904,693480,1898,9,10,0,3,3,0,0,0,1,0,0,0,0,0,0,0,4,8,4,0
1898.6932,693480,1898,9,11,0,1,2,3,9,4,1,2,0,0,0,0,0,2,9,2,1,0
1898.6959,693490,1898,9,12,0,0,1,15,13,5,0,1,0,0,0,0,1,0,2,8,0,2
1898.6986,693490,1898,9,13,0,6,12,20,11,0,0,0,0,0,0,0,0,0,2,1,1,0
1898.7014,693490,1898,9,14,0,6,14,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1898.7041,693490,1898,9,15,6,14,15,2,0,0,0,1,3,0,0,0,0,0,0,2,0,0
1898.7068,693490,1898,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,693600,1899,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899.0849,693630,1899,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899.1233,693640,1899,2,15,0,1,8,2,1,2,0,2,0,0,0,0,0,2,8,6,1,0
1899.126,693640,1899,2,16,0,1,4,2,0,0,0,0,0,0,1,0,0,0,2,5,6,0
1899.1288,693640,1899,2,17,0,0,4,4,6,3,0,0,0,0,0,0,0,0,6,8,2,1
1899.1315,693640,1899,2,18,0,2,3,3,0,3,2,0,2,2,0,2,7,19,6,7,0,1
1899.1342,693650,1899,2,19,0,2,1,3,6,2,2,0,0,1,3,1,2,7,5,2,4,0
1899.137,693650,1899,2,20,0,1,7,0,0,0,0,2,1,0,1,1,0,0,4,4,2,0
1899.1425,693650,1899,2,22,0,3,4,1,4,3,0,0,0,0,0,0,0,3,4,2,0,0
1899.1452,693650,1899,2,23,0,0,6,9,3,0,2,0,0,0,0,0,0,1,0,0,2,1
1899.1479,693650,1899,2,24,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,4,3,1
1899.1507,693650,1899,2,25,0,0,2,5,11,1,0,0,0,0,0,0,0,0,12,6,1,0
1899.1534,693650,1899,2,26,0,0,7,8,2,0,0,0,0,0,0,0,0,2,3,1,0,0
1899.1562,693650,1899,2,27,0,5,4,9,1,0,0,0,0,0,0,0,0,2,0,0,4,0
1899.1589,693660,1899,2,28,1,2,4,4,3,1,0,0,0,0,0,0,0,0,2,11,2,0
1899.1616,693660,1899,3,1,0,7,8,5,2,0,1,1,2,0,0,0,0,2,5,6,3,0
1899.1644,693660,1899,3,2,0,2,3,5,4,0,0,0,0,0,0,0,0,0,6,7,1,0
1899.1671,693660,1899,3,3,0,4,2,11,1,0,3,0,2,0,0,0,0,7,8,3,0,0
1899.1699,693660,1899,3,4,0,5,13,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1899.1753,693660,1899,3,6,0,0,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1899.1781,693660,1899,3,7,0,2,8,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1899.1836,693660,1899,3,9,0,0,6,10,4,3,3,0,3,0,0,0,1,0,0,4,4,1
1899.1863,693660,1899,3,10,0,2,3,8,1,0,0,0,0,0,0,0,0,0,0,6,0,1
1899.189,693670,1899,3,11,0,1,9,5,2,0,0,0,0,0,0,1,0,6,4,7,5,1
1899.1918,693670,1899,3,12,0,2,12,4,1,1,0,0,0,0,2,1,0,10,5,8,1,0
1899.1973,693670,1899,3,14,0,0,3,1,0,0,0,0,3,4,1,2,5,1,1,9,2,0
1899.2,693670,1899,3,15,0,0,0,5,1,0,0,1,3,1,0,0,0,1,4,2,7,0
1899.6192,693820,1899,8,15,0,1,0,1,4,0,0,0,0,2,1,0,0,0,3,3,5,0
1899.6219,693820,1899,8,16,0,4,2,1,6,0,0,1,0,0,1,0,0,2,1,7,3,0
1899.6247,693820,1899,8,17,0,0,0,3,1,0,0,0,1,2,0,0,0,4,16,5,0,0
1899.6274,693830,1899,8,18,0,2,0,0,7,1,0,0,1,1,0,0,5,9,5,1,1,0
1899.6301,693830,1899,8,19,0,1,5,9,4,0,0,0,0,0,0,0,0,2,5,0,1,0
1899.6329,693830,1899,8,20,0,4,4,4,2,0,0,0,0,3,2,0,2,1,0,1,1,0
